tbl,col,type,rows,non_null,null_pct
sys_employee_position_fit_scores,created_at,timestamp with time zone,146,146,0.0
sys_engagement_action_plans,action_plan_id,uuid,6,6,0.0
sys_engagement_action_plans,action_plan_tenant_id,uuid,6,6,0.0
sys_engagement_action_plans,action_plan_natural_key,character varying,6,6,0.0
sys_engagement_action_plans,action_plan_source_type,character varying,6,6,0.0
sys_engagement_action_plans,action_plan_source_id,uuid,6,6,0.0
sys_engagement_action_plans,action_plan_title,character varying,6,6,0.0
sys_engagement_action_plans,action_plan_description,text,6,6,0.0
sys_engagement_action_plans,action_plan_owner_user_id,uuid,6,6,0.0
sys_engagement_action_plans,action_plan_status,character varying,6,6,0.0
sys_engagement_action_plans,action_plan_priority,character varying,6,6,0.0
sys_engagement_action_plans,action_plan_due_date,date,6,6,0.0
sys_engagement_action_plans,action_plan_completed_at,timestamp with time zone,6,0,100.0
sys_engagement_action_plans,action_plan_created_by_user_id,uuid,6,6,0.0
sys_engagement_action_plans,action_plan_metadata,jsonb,6,6,0.0
sys_engagement_action_plans,created_at,timestamp with time zone,6,6,0.0
sys_engagement_action_plans,updated_at,timestamp with time zone,6,6,0.0
sys_engagement_feedback,feedback_id,uuid,400,400,0.0
sys_engagement_feedback,feedback_tenant_id,uuid,400,400,0.0
sys_engagement_feedback,feedback_natural_key,character varying,400,400,0.0
sys_engagement_feedback,feedback_category,character varying,400,400,0.0
sys_engagement_feedback,feedback_message,text,400,400,0.0
sys_engagement_feedback,feedback_status,character varying,400,400,0.0
sys_engagement_feedback,feedback_reviewed_by_user_id,uuid,400,45,88.8
sys_engagement_feedback,feedback_reviewed_at,timestamp with time zone,400,45,88.8
sys_engagement_feedback,feedback_action_notes,text,400,15,96.3
sys_engagement_feedback,feedback_metadata,jsonb,400,400,0.0
sys_engagement_feedback,created_at,timestamp with time zone,400,400,0.0
sys_engagement_feedback,updated_at,timestamp with time zone,400,400,0.0
sys_engagement_survey_responses,response_id,uuid,862,862,0.0
sys_engagement_survey_responses,response_tenant_id,uuid,862,862,0.0
sys_engagement_survey_responses,response_natural_key,character varying,862,862,0.0
sys_engagement_survey_responses,response_survey_id,uuid,862,862,0.0
sys_engagement_survey_responses,response_subject_user_id,uuid,862,862,0.0
sys_engagement_survey_responses,response_answers,jsonb,862,862,0.0
sys_engagement_survey_responses,response_is_complete,boolean,862,862,0.0
sys_engagement_survey_responses,response_started_at,timestamp with time zone,862,862,0.0
sys_engagement_survey_responses,response_completed_at,timestamp with time zone,862,796,7.7
sys_engagement_survey_responses,response_metadata,jsonb,862,862,0.0
sys_engagement_survey_responses,created_at,timestamp with time zone,862,862,0.0
sys_engagement_survey_templates,template_id,uuid,5,5,0.0
sys_engagement_survey_templates,template_tenant_id,uuid,5,5,0.0
sys_engagement_survey_templates,template_natural_key,character varying,5,5,0.0
sys_engagement_survey_templates,template_name,character varying,5,5,0.0
sys_engagement_survey_templates,template_description,text,5,5,0.0
sys_engagement_survey_templates,template_category,character varying,5,5,0.0
sys_engagement_survey_templates,template_questions,jsonb,5,5,0.0
sys_engagement_survey_templates,template_is_system,boolean,5,5,0.0
sys_engagement_survey_templates,template_created_by_user_id,uuid,5,0,100.0
